parents,designation,sku,etat_intitule,name,etat,Regula_price,photo,diameter,width,length,Poids,Epaisseur,Diameter_Largrue_Cote,Longueur,Categories,Tags,Stock,"Sold individually?","Attribute 0 name","Attribute 0 value(s)","Attribute 0 global","Attribute 1 name","Attribute 1 value(s)","Attribute 1 global","Attribute 2 name","Attribute 2 value(s)","Attribute 2 global","Attribute 3 name","Attribute 3 value(s)","Attribute 3 global","Attribute 4 name","Attribute 4 value(s)","Attribute 4 global","Attribute 5 name","Attribute 5 value(s)","Attribute 5 global","Attribute 6 name","Attribute 6 value(s)","Attribute 6 global","Attribute 7 name","Attribute 7 value(s)","Attribute 7 global","Attribute 8 name","Attribute 8 value(s)","Attribute 8 global","Attribute 9 name","Attribute 9 value(s)","Attribute 9 global","Attribute 10 name","Attribute 10 value(s)","Attribute 10 global"
"Plastiques Techniques",PTFE,93809,"En Stock","PTFE D 130  (TEFLON) [V]",1,41.05,,130,0,50,1.46,0,130,50,"Plastiques Techniques>PTFE",Rond,1,1,Format,Rond,1,AFNOR,,1,Euronorme,,1,NF,,1,AISI,,1,DIN,,1,Werskstoff,,1,CCPU,N/A,1,Epaisseur,0,1,Diameter/Largrue/Cote,130,1,Longueur,50,1
"Plastiques Techniques",PTFE,93810,"En Stock","PTFE D 130  (TEFLON) [V]",1,41.05,,130,0,50,1.46,0,130,50,"Plastiques Techniques>PTFE",Rond,1,1,Format,Rond,1,AFNOR,,1,Euronorme,,1,NF,,1,AISI,,1,DIN,,1,Werskstoff,,1,CCPU,N/A,1,Epaisseur,0,1,Diameter/Largrue/Cote,130,1,Longueur,50,1
"Plastiques Techniques",PTFE,93811,"En Stock","PTFE D 130  (TEFLON) [V]",1,41.05,,130,0,50,1.46,0,130,50,"Plastiques Techniques>PTFE",Rond,1,1,Format,Rond,1,AFNOR,,1,Euronorme,,1,NF,,1,AISI,,1,DIN,,1,Werskstoff,,1,CCPU,N/A,1,Epaisseur,0,1,Diameter/Largrue/Cote,130,1,Longueur,50,1
"Plastiques Techniques",PTFE,93812,"En Stock","PTFE D 130  (TEFLON) [V]",1,41.05,,130,0,50,1.46,0,130,50,"Plastiques Techniques>PTFE",Rond,1,1,Format,Rond,1,AFNOR,,1,Euronorme,,1,NF,,1,AISI,,1,DIN,,1,Werskstoff,,1,CCPU,N/A,1,Epaisseur,0,1,Diameter/Largrue/Cote,130,1,Longueur,50,1
"Plastiques Techniques",PTFE,93813,"En Stock","PTFE D 130  (TEFLON) [V]",1,41.05,,130,0,50,1.46,0,130,50,"Plastiques Techniques>PTFE",Rond,1,1,Format,Rond,1,AFNOR,,1,Euronorme,,1,NF,,1,AISI,,1,DIN,,1,Werskstoff,,1,CCPU,N/A,1,Epaisseur,0,1,Diameter/Largrue/Cote,130,1,Longueur,50,1
"Plastiques Techniques",PTFE,93814,"En Stock","PTFE D 130  (TEFLON) [V]",1,59.90,,130,0,80,2.33,0,130,80,"Plastiques Techniques>PTFE",Rond,1,1,Format,Rond,1,AFNOR,,1,Euronorme,,1,NF,,1,AISI,,1,DIN,,1,Werskstoff,,1,CCPU,N/A,1,Epaisseur,0,1,Diameter/Largrue/Cote,130,1,Longueur,80,1
"Plastiques Techniques",PTFE,93815,"En Stock","PTFE D 130  (TEFLON) [V]",1,59.90,,130,0,80,2.33,0,130,80,"Plastiques Techniques>PTFE",Rond,1,1,Format,Rond,1,AFNOR,,1,Euronorme,,1,NF,,1,AISI,,1,DIN,,1,Werskstoff,,1,CCPU,N/A,1,Epaisseur,0,1,Diameter/Largrue/Cote,130,1,Longueur,80,1
"Plastiques Techniques",PTFE,93816,"En Stock","PTFE D 130  (TEFLON) [V]",1,59.90,,130,0,80,2.33,0,130,80,"Plastiques Techniques>PTFE",Rond,1,1,Format,Rond,1,AFNOR,,1,Euronorme,,1,NF,,1,AISI,,1,DIN,,1,Werskstoff,,1,CCPU,N/A,1,Epaisseur,0,1,Diameter/Largrue/Cote,130,1,Longueur,80,1
"Plastiques Techniques",PTFE,93817,"En Stock","PTFE D 130  (TEFLON) [V]",1,59.90,,130,0,80,2.33,0,130,80,"Plastiques Techniques>PTFE",Rond,1,1,Format,Rond,1,AFNOR,,1,Euronorme,,1,NF,,1,AISI,,1,DIN,,1,Werskstoff,,1,CCPU,N/A,1,Epaisseur,0,1,Diameter/Largrue/Cote,130,1,Longueur,80,1
"Plastiques Techniques",PTFE,93818,"En Stock","PTFE D 130  (TEFLON) [V]",1,59.90,,130,0,80,2.33,0,130,80,"Plastiques Techniques>PTFE",Rond,1,1,Format,Rond,1,AFNOR,,1,Euronorme,,1,NF,,1,AISI,,1,DIN,,1,Werskstoff,,1,CCPU,N/A,1,Epaisseur,0,1,Diameter/Largrue/Cote,130,1,Longueur,80,1
"Plastiques Techniques",PTFE,93819,"En Stock","PTFE D 130  (TEFLON) [V]",1,59.90,,130,0,80,2.33,0,130,80,"Plastiques Techniques>PTFE",Rond,1,1,Format,Rond,1,AFNOR,,1,Euronorme,,1,NF,,1,AISI,,1,DIN,,1,Werskstoff,,1,CCPU,N/A,1,Epaisseur,0,1,Diameter/Largrue/Cote,130,1,Longueur,80,1
"Plastiques Techniques",PTFE,93820,"En Stock","PTFE D 130  (TEFLON) [V]",1,70.19,,130,0,100,2.92,0,130,100,"Plastiques Techniques>PTFE",Rond,1,1,Format,Rond,1,AFNOR,,1,Euronorme,,1,NF,,1,AISI,,1,DIN,,1,Werskstoff,,1,CCPU,N/A,1,Epaisseur,0,1,Diameter/Largrue/Cote,130,1,Longueur,100,1
"Plastiques Techniques",PTFE,93821,"En Stock","PTFE D 130  (TEFLON) [V]",1,70.19,,130,0,100,2.92,0,130,100,"Plastiques Techniques>PTFE",Rond,1,1,Format,Rond,1,AFNOR,,1,Euronorme,,1,NF,,1,AISI,,1,DIN,,1,Werskstoff,,1,CCPU,N/A,1,Epaisseur,0,1,Diameter/Largrue/Cote,130,1,Longueur,100,1
"Plastiques Techniques",PTFE,93822,"En Stock","PTFE D 130  (TEFLON) [V]",1,70.19,,130,0,100,2.92,0,130,100,"Plastiques Techniques>PTFE",Rond,1,1,Format,Rond,1,AFNOR,,1,Euronorme,,1,NF,,1,AISI,,1,DIN,,1,Werskstoff,,1,CCPU,N/A,1,Epaisseur,0,1,Diameter/Largrue/Cote,130,1,Longueur,100,1
"Plastiques Techniques",PTFE,93823,"En Stock","PTFE D 130  (TEFLON) [V]",1,70.19,,130,0,100,2.92,0,130,100,"Plastiques Techniques>PTFE",Rond,1,1,Format,Rond,1,AFNOR,,1,Euronorme,,1,NF,,1,AISI,,1,DIN,,1,Werskstoff,,1,CCPU,N/A,1,Epaisseur,0,1,Diameter/Largrue/Cote,130,1,Longueur,100,1
"Plastiques Techniques",PTFE,93824,"En Stock","PTFE D 130  (TEFLON) [V]",1,70.19,,130,0,100,2.92,0,130,100,"Plastiques Techniques>PTFE",Rond,1,1,Format,Rond,1,AFNOR,,1,Euronorme,,1,NF,,1,AISI,,1,DIN,,1,Werskstoff,,1,CCPU,N/A,1,Epaisseur,0,1,Diameter/Largrue/Cote,130,1,Longueur,100,1
"Plastiques Techniques",PTFE,93825,"En Stock","PTFE D 130  (TEFLON) [V]",1,70.19,,130,0,100,2.92,0,130,100,"Plastiques Techniques>PTFE",Rond,1,1,Format,Rond,1,AFNOR,,1,Euronorme,,1,NF,,1,AISI,,1,DIN,,1,Werskstoff,,1,CCPU,N/A,1,Epaisseur,0,1,Diameter/Largrue/Cote,130,1,Longueur,100,1
"Plastiques Techniques",PTFE,93826,"En Stock","PTFE D 130  (TEFLON) [V]",1,121.63,,130,0,200,5.84,0,130,200,"Plastiques Techniques>PTFE",Rond,1,1,Format,Rond,1,AFNOR,,1,Euronorme,,1,NF,,1,AISI,,1,DIN,,1,Werskstoff,,1,CCPU,N/A,1,Epaisseur,0,1,Diameter/Largrue/Cote,130,1,Longueur,200,1
"Plastiques Techniques",PTFE,93827,"En Stock","PTFE D 130  (TEFLON) [V]",1,121.63,,130,0,200,5.84,0,130,200,"Plastiques Techniques>PTFE",Rond,1,1,Format,Rond,1,AFNOR,,1,Euronorme,,1,NF,,1,AISI,,1,DIN,,1,Werskstoff,,1,CCPU,N/A,1,Epaisseur,0,1,Diameter/Largrue/Cote,130,1,Longueur,200,1
"Plastiques Techniques",PTFE,93828,"En Stock","PTFE D 130  (TEFLON) [V]",1,121.63,,130,0,200,5.84,0,130,200,"Plastiques Techniques>PTFE",Rond,1,1,Format,Rond,1,AFNOR,,1,Euronorme,,1,NF,,1,AISI,,1,DIN,,1,Werskstoff,,1,CCPU,N/A,1,Epaisseur,0,1,Diameter/Largrue/Cote,130,1,Longueur,200,1
"Plastiques Techniques",PTFE,93829,"En Stock","PTFE D 130  (TEFLON) [V]",1,121.63,,130,0,200,5.84,0,130,200,"Plastiques Techniques>PTFE",Rond,1,1,Format,Rond,1,AFNOR,,1,Euronorme,,1,NF,,1,AISI,,1,DIN,,1,Werskstoff,,1,CCPU,N/A,1,Epaisseur,0,1,Diameter/Largrue/Cote,130,1,Longueur,200,1
"Plastiques Techniques",PTFE,93830,"En Stock","PTFE D 130  (TEFLON) [V]",1,121.63,,130,0,200,5.84,0,130,200,"Plastiques Techniques>PTFE",Rond,1,1,Format,Rond,1,AFNOR,,1,Euronorme,,1,NF,,1,AISI,,1,DIN,,1,Werskstoff,,1,CCPU,N/A,1,Epaisseur,0,1,Diameter/Largrue/Cote,130,1,Longueur,200,1
"Plastiques Techniques",PTFE,93831,"En Stock","PTFE D 130  (TEFLON) [V]",1,121.63,,130,0,200,5.84,0,130,200,"Plastiques Techniques>PTFE",Rond,1,1,Format,Rond,1,AFNOR,,1,Euronorme,,1,NF,,1,AISI,,1,DIN,,1,Werskstoff,,1,CCPU,N/A,1,Epaisseur,0,1,Diameter/Largrue/Cote,130,1,Longueur,200,1
"Plastiques Techniques",PTFE,93832,"En Stock","PTFE D 130  (TEFLON) [V]",1,37.84,,130,0,40,1.17,0,130,40,"Plastiques Techniques>PTFE",Rond,1,1,Format,Rond,1,AFNOR,,1,Euronorme,,1,NF,,1,AISI,,1,DIN,,1,Werskstoff,,1,CCPU,N/A,1,Epaisseur,0,1,Diameter/Largrue/Cote,130,1,Longueur,40,1
"Plastiques Techniques",PTFE,93833,"En Stock","PTFE D 130  (TEFLON) [V]",1,37.84,,130,0,40,1.17,0,130,40,"Plastiques Techniques>PTFE",Rond,1,1,Format,Rond,1,AFNOR,,1,Euronorme,,1,NF,,1,AISI,,1,DIN,,1,Werskstoff,,1,CCPU,N/A,1,Epaisseur,0,1,Diameter/Largrue/Cote,130,1,Longueur,40,1
"Plastiques Techniques",PTFE,93834,"En Stock","PTFE D 130  (TEFLON) [V]",1,37.84,,130,0,40,1.17,0,130,40,"Plastiques Techniques>PTFE",Rond,1,1,Format,Rond,1,AFNOR,,1,Euronorme,,1,NF,,1,AISI,,1,DIN,,1,Werskstoff,,1,CCPU,N/A,1,Epaisseur,0,1,Diameter/Largrue/Cote,130,1,Longueur,40,1
"Plastiques Techniques",PTFE,93835,"En Stock","PTFE D 130  (TEFLON) [V]",1,37.84,,130,0,40,1.17,0,130,40,"Plastiques Techniques>PTFE",Rond,1,1,Format,Rond,1,AFNOR,,1,Euronorme,,1,NF,,1,AISI,,1,DIN,,1,Werskstoff,,1,CCPU,N/A,1,Epaisseur,0,1,Diameter/Largrue/Cote,130,1,Longueur,40,1
"Plastiques Techniques",PTFE,93836,"En Stock","PTFE D 130  (TEFLON) [V]",1,37.84,,130,0,40,1.17,0,130,40,"Plastiques Techniques>PTFE",Rond,1,1,Format,Rond,1,AFNOR,,1,Euronorme,,1,NF,,1,AISI,,1,DIN,,1,Werskstoff,,1,CCPU,N/A,1,Epaisseur,0,1,Diameter/Largrue/Cote,130,1,Longueur,40,1
"Plastiques Techniques",PTFE,93837,"En Stock","PTFE D 130  (TEFLON) [V]",1,37.84,,130,0,40,1.17,0,130,40,"Plastiques Techniques>PTFE",Rond,1,1,Format,Rond,1,AFNOR,,1,Euronorme,,1,NF,,1,AISI,,1,DIN,,1,Werskstoff,,1,CCPU,N/A,1,Epaisseur,0,1,Diameter/Largrue/Cote,130,1,Longueur,40,1
"Plastiques Techniques",PTFE,93839,"En Stock","PTFE D 140  (TEFLON) [V]",1,44.89,,140,0,40,1.35,0,140,40,"Plastiques Techniques>PTFE",Rond,1,1,Format,Rond,1,AFNOR,,1,Euronorme,,1,NF,,1,AISI,,1,DIN,,1,Werskstoff,,1,CCPU,N/A,1,Epaisseur,0,1,Diameter/Largrue/Cote,140,1,Longueur,40,1
"Plastiques Techniques",PTFE,93840,"En Stock","PTFE D 140  (TEFLON) [V]",1,44.89,,140,0,40,1.35,0,140,40,"Plastiques Techniques>PTFE",Rond,1,1,Format,Rond,1,AFNOR,,1,Euronorme,,1,NF,,1,AISI,,1,DIN,,1,Werskstoff,,1,CCPU,N/A,1,Epaisseur,0,1,Diameter/Largrue/Cote,140,1,Longueur,40,1
"Plastiques Techniques",PTFE,93841,"En Stock","PTFE D 140  (TEFLON) [V]",1,44.89,,140,0,40,1.35,0,140,40,"Plastiques Techniques>PTFE",Rond,1,1,Format,Rond,1,AFNOR,,1,Euronorme,,1,NF,,1,AISI,,1,DIN,,1,Werskstoff,,1,CCPU,N/A,1,Epaisseur,0,1,Diameter/Largrue/Cote,140,1,Longueur,40,1
"Plastiques Techniques",PTFE,93842,"En Stock","PTFE D 140  (TEFLON) [V]",1,82.16,,140,0,100,3.38,0,140,100,"Plastiques Techniques>PTFE",Rond,1,1,Format,Rond,1,AFNOR,,1,Euronorme,,1,NF,,1,AISI,,1,DIN,,1,Werskstoff,,1,CCPU,N/A,1,Epaisseur,0,1,Diameter/Largrue/Cote,140,1,Longueur,100,1
"Plastiques Techniques",PTFE,93843,"En Stock","PTFE D 140  (TEFLON) [V]",1,82.16,,140,0,100,3.38,0,140,100,"Plastiques Techniques>PTFE",Rond,1,1,Format,Rond,1,AFNOR,,1,Euronorme,,1,NF,,1,AISI,,1,DIN,,1,Werskstoff,,1,CCPU,N/A,1,Epaisseur,0,1,Diameter/Largrue/Cote,140,1,Longueur,100,1
"Plastiques Techniques",PTFE,93844,"En Stock","PTFE D 140  (TEFLON) [V]",1,70.23,,140,0,80,2.71,0,140,80,"Plastiques Techniques>PTFE",Rond,1,1,Format,Rond,1,AFNOR,,1,Euronorme,,1,NF,,1,AISI,,1,DIN,,1,Werskstoff,,1,CCPU,N/A,1,Epaisseur,0,1,Diameter/Largrue/Cote,140,1,Longueur,80,1
"Plastiques Techniques",PTFE,93845,"En Stock","PTFE D 140  (TEFLON) [V]",1,70.23,,140,0,80,2.71,0,140,80,"Plastiques Techniques>PTFE",Rond,1,1,Format,Rond,1,AFNOR,,1,Euronorme,,1,NF,,1,AISI,,1,DIN,,1,Werskstoff,,1,CCPU,N/A,1,Epaisseur,0,1,Diameter/Largrue/Cote,140,1,Longueur,80,1
"Plastiques Techniques",PTFE,93846,"En Stock","PTFE D 140  (TEFLON) [V]",1,70.23,,140,0,80,2.71,0,140,80,"Plastiques Techniques>PTFE",Rond,1,1,Format,Rond,1,AFNOR,,1,Euronorme,,1,NF,,1,AISI,,1,DIN,,1,Werskstoff,,1,CCPU,N/A,1,Epaisseur,0,1,Diameter/Largrue/Cote,140,1,Longueur,80,1
"Plastiques Techniques",PTFE,93847,"En Stock","PTFE D 140  (TEFLON) [V]",1,48.62,,140,0,50,1.69,0,140,50,"Plastiques Techniques>PTFE",Rond,1,1,Format,Rond,1,AFNOR,,1,Euronorme,,1,NF,,1,AISI,,1,DIN,,1,Werskstoff,,1,CCPU,N/A,1,Epaisseur,0,1,Diameter/Largrue/Cote,140,1,Longueur,50,1
"Plastiques Techniques",PTFE,93848,"En Stock","PTFE D 140  (TEFLON) [V]",1,48.62,,140,0,50,1.69,0,140,50,"Plastiques Techniques>PTFE",Rond,1,1,Format,Rond,1,AFNOR,,1,Euronorme,,1,NF,,1,AISI,,1,DIN,,1,Werskstoff,,1,CCPU,N/A,1,Epaisseur,0,1,Diameter/Largrue/Cote,140,1,Longueur,50,1
"Plastiques Techniques",PTFE,93849,"En Stock","PTFE D 140  (TEFLON) [V]",1,48.62,,140,0,50,1.69,0,140,50,"Plastiques Techniques>PTFE",Rond,1,1,Format,Rond,1,AFNOR,,1,Euronorme,,1,NF,,1,AISI,,1,DIN,,1,Werskstoff,,1,CCPU,N/A,1,Epaisseur,0,1,Diameter/Largrue/Cote,140,1,Longueur,50,1
"Plastiques Techniques",PTFE,93850,"En Stock","PTFE D 140  (TEFLON) [V]",1,48.62,,140,0,50,1.69,0,140,50,"Plastiques Techniques>PTFE",Rond,1,1,Format,Rond,1,AFNOR,,1,Euronorme,,1,NF,,1,AISI,,1,DIN,,1,Werskstoff,,1,CCPU,N/A,1,Epaisseur,0,1,Diameter/Largrue/Cote,140,1,Longueur,50,1
"Plastiques Techniques",PTFE,93851,"En Stock","PTFE D 140  (TEFLON) [V]",1,141.82,,140,0,200,6.77,0,140,200,"Plastiques Techniques>PTFE",Rond,1,1,Format,Rond,1,AFNOR,,1,Euronorme,,1,NF,,1,AISI,,1,DIN,,1,Werskstoff,,1,CCPU,N/A,1,Epaisseur,0,1,Diameter/Largrue/Cote,140,1,Longueur,200,1
"Plastiques Techniques",PTFE,93852,"En Stock","PTFE D 140  (TEFLON) [V]",1,141.82,,140,0,200,6.77,0,140,200,"Plastiques Techniques>PTFE",Rond,1,1,Format,Rond,1,AFNOR,,1,Euronorme,,1,NF,,1,AISI,,1,DIN,,1,Werskstoff,,1,CCPU,N/A,1,Epaisseur,0,1,Diameter/Largrue/Cote,140,1,Longueur,200,1
Bronze,UE.12,93867,"En Stock","UE12P D 172 [V]",1,259.87,,172,0,100,20.9,0,172,100,Bronze>UE.12,Rond,1,1,Format,Rond,1,AFNOR,CuSn12,1,Euronorme,CuSn12,1,NF,A53-707,1,AISI,65,1,DIN,CuSn12,1,Werskstoff,2.1052,1,CCPU,N/A,1,Epaisseur,0,1,Diameter/Largrue/Cote,172,1,Longueur,100,1
Bronze,UE.12,93868,"En Stock","UE12P D 172 [V]",1,219.89,,172,0,80,16.72,0,172,80,Bronze>UE.12,Rond,1,1,Format,Rond,1,AFNOR,CuSn12,1,Euronorme,CuSn12,1,NF,A53-707,1,AISI,65,1,DIN,CuSn12,1,Werskstoff,2.1052,1,CCPU,N/A,1,Epaisseur,0,1,Diameter/Largrue/Cote,172,1,Longueur,80,1
Bronze,UE.12,93869,"En Stock","UE12P D 172 [V]",1,159.93,,172,0,50,10.45,0,172,50,Bronze>UE.12,Rond,1,1,Format,Rond,1,AFNOR,CuSn12,1,Euronorme,CuSn12,1,NF,A53-707,1,AISI,65,1,DIN,CuSn12,1,Werskstoff,2.1052,1,CCPU,N/A,1,Epaisseur,0,1,Diameter/Largrue/Cote,172,1,Longueur,50,1
"Aciers Outils","TOOLOX 44",93870,"En Stock","TOOLOX 44  EP  84",1,47.41,,84,105,235,16.6,84,105,235,"Aciers Outils>TOOLOX 44",Plat,1,1,Format,Plat,1,AFNOR,,1,Euronorme,,1,NF,,1,AISI,,1,DIN,,1,Werskstoff,,1,CCPU,Q10019,1,Epaisseur,84,1,Diameter/Largrue/Cote,105,1,Longueur,235,1
"Aciers Outils","TOOLOX 44",93871,"En Stock","TOOLOX 44  EP  84",1,71.12,,73,84,500,24.9,73,84,500,"Aciers Outils>TOOLOX 44",Plat,1,1,Format,Plat,1,AFNOR,,1,Euronorme,,1,NF,,1,AISI,,1,DIN,,1,Werskstoff,,1,CCPU,Q10019,1,Epaisseur,73,1,Diameter/Largrue/Cote,84,1,Longueur,500,1
"Aciers Outils","TOOLOX 44",93873,"En Stock","TOOLOX 44  EP  84",1,74.83,,75,84,505,26.2,75,84,505,"Aciers Outils>TOOLOX 44",Plat,1,1,Format,Plat,1,AFNOR,,1,Euronorme,,1,NF,,1,AISI,,1,DIN,,1,Werskstoff,,1,CCPU,Q10019,1,Epaisseur,75,1,Diameter/Largrue/Cote,84,1,Longueur,505,1
Aluminium,7022,93874,"En Stock","7022 D 220",1,2.51,,220,0,3,0.5,0,220,3,Aluminium>7022,Rond,1,1,Format,Rond,1,AFNOR,7022,1,Euronorme,ENAW-7022,1,NF,A02-104,1,AISI,7022,1,DIN,A1ZnMqCu0-5,1,Werskstoff,3-4345,1,CCPU,D6832,1,Epaisseur,0,1,Diameter/Largrue/Cote,220,1,Longueur,3,1
Aluminium,AG4.5,93877,"En Stock","5083  EP 100",1,28.56,,65,100,435,8,65,100,435,Aluminium>AG4.5,Plat,1,1,Format,Plat,1,AFNOR,AG4-5,1,Euronorme,ENAW-5083,1,NF,A02-104,1,AISI,5083,1,DIN,A1MQ4-5Mn0-7,1,Werskstoff,3-3547,1,CCPU,D6615,1,Epaisseur,65,1,Diameter/Largrue/Cote,100,1,Longueur,435,1
"Aciers Inoxydables",304L,93890,"En Stock","304L  D  45 LAMINE   CO",1,14.11,,45,0,300,3.8,0,45,300,"Aciers Inoxydables>304L",Rond,1,1,Format,Rond,1,AFNOR,Z3CN19-11,1,Euronorme,X2CrNi19-11,1,NF,,1,AISI,304L,1,DIN,X2CrNi19-11,1,Werskstoff,1-4307,1,CCPU,D5523,1,Epaisseur,0,1,Diameter/Largrue/Cote,45,1,Longueur,300,1
Aluminium,6082,93894,"En Stock","6082 EP 100",1,22.68,,48,110,255,3.6,48,110,255,Aluminium>6082,Plat,1,1,Format,Plat,1,AFNOR,ASG,1,Euronorme,ENAW-6082,1,NF,A02-104,1,AISI,6082,1,DIN,A1MoSil,1,Werskstoff,3-2315,1,CCPU,AL1143,1,Epaisseur,48,1,Diameter/Largrue/Cote,110,1,Longueur,255,1
"Aciers Outils",40CMD8TrS,93918,"En Stock","40CrMnMo8+sTR EP 120 FORMAT LIBRE",1,11.20,,70,85,135,6.9,70,85,135,"Aciers Outils>40CMD8TrS",Plat,1,1,Format,Plat,1,AFNOR,40CMD8TrS,1,Euronorme,40CrMnMoS8,1,NF,,1,AISI,P20+S,1,DIN,40CrMnMoS8,1,Werskstoff,1-2312,1,CCPU,D6793,1,Epaisseur,70,1,Diameter/Largrue/Cote,85,1,Longueur,135,1
"Aciers Outils",Z160CDV12,93919,"En Stock","Z160CDV12 EP  82",1,9.25,,22,82,160,2.7,22,82,160,"Aciers Outils>Z160CDV12",Plat,1,1,Format,Plat,1,AFNOR,Z160CDV12,1,Euronorme,X155CrVMo12-1,1,NF,A35-590,1,AISI,P2,1,DIN,X155CrVMo12-1,1,Werskstoff,1-2379,1,CCPU,D6086,1,Epaisseur,22,1,Diameter/Largrue/Cote,82,1,Longueur,160,1
"Aciers Outils",40CMD8TrS,93920,"En Stock","40CrMnMo8+sTR EP  70 FORMAT LIBRE",1,3.88,,60,70,78,2.7,60,70,78,"Aciers Outils>40CMD8TrS",Plat,1,1,Format,Plat,1,AFNOR,40CMD8TrS,1,Euronorme,40CrMnMoS8,1,NF,,1,AISI,P20+S,1,DIN,40CrMnMoS8,1,Werskstoff,1-2312,1,CCPU,D3317,1,Epaisseur,60,1,Diameter/Largrue/Cote,70,1,Longueur,78,1
"Aciers Outils",40CMD8TrS,93921,"En Stock","40CrMnMo8+sTR EP  70 FORMAT LIBRE",1,2.88,,55,60,70,2,55,60,70,"Aciers Outils>40CMD8TrS",Plat,1,1,Format,Plat,1,AFNOR,40CMD8TrS,1,Euronorme,40CrMnMoS8,1,NF,,1,AISI,P20+S,1,DIN,40CrMnMoS8,1,Werskstoff,1-2312,1,CCPU,D3317,1,Epaisseur,55,1,Diameter/Largrue/Cote,60,1,Longueur,70,1
"Aciers Outils",40CMD8TrS,93922,"En Stock","40CrMnMo8+sTR EP  70 FORMAT LIBRE",1,3.88,,60,70,80,2.7,60,70,80,"Aciers Outils>40CMD8TrS",Plat,1,1,Format,Plat,1,AFNOR,40CMD8TrS,1,Euronorme,40CrMnMoS8,1,NF,,1,AISI,P20+S,1,DIN,40CrMnMoS8,1,Werskstoff,1-2312,1,CCPU,D3317,1,Epaisseur,60,1,Diameter/Largrue/Cote,70,1,Longueur,80,1
"Aciers Outils",Z160CDV12,93928,"En Stock","Z160CDV12 EP 152",1,11.30,,40,68,152,3.3,40,68,152,"Aciers Outils>Z160CDV12",Plat,1,1,Format,Plat,1,AFNOR,Z160CDV12,1,Euronorme,X155CrVMo12-1,1,NF,A35-590,1,AISI,P2,1,DIN,X155CrVMo12-1,1,Werskstoff,1-2379,1,CCPU,D6177,1,Epaisseur,40,1,Diameter/Largrue/Cote,68,1,Longueur,152,1
"Aciers Outils",Z160CDV12,93930,"En Stock","Z160CDV12 EP 152",1,9.25,,30,70,152,2.7,30,70,152,"Aciers Outils>Z160CDV12",Plat,1,1,Format,Plat,1,AFNOR,Z160CDV12,1,Euronorme,X155CrVMo12-1,1,NF,A35-590,1,AISI,P2,1,DIN,X155CrVMo12-1,1,Werskstoff,1-2379,1,CCPU,D6177,1,Epaisseur,30,1,Diameter/Largrue/Cote,70,1,Longueur,152,1
"Aciers Outils",Z160CDV12,93932,"En Stock","Z160CDV12 EP 152",1,4.45,,30,68,82,1.3,30,68,82,"Aciers Outils>Z160CDV12",Plat,1,1,Format,Plat,1,AFNOR,Z160CDV12,1,Euronorme,X155CrVMo12-1,1,NF,A35-590,1,AISI,P2,1,DIN,X155CrVMo12-1,1,Werskstoff,1-2379,1,CCPU,D6177,1,Epaisseur,30,1,Diameter/Largrue/Cote,68,1,Longueur,82,1
"Aciers Outils",Z160CDV12,93935,"En Stock","Z160CDV12 EP 152",1,36.31,,30,125,355,10.6,30,125,355,"Aciers Outils>Z160CDV12",Plat,1,1,Format,Plat,1,AFNOR,Z160CDV12,1,Euronorme,X155CrVMo12-1,1,NF,A35-590,1,AISI,P2,1,DIN,X155CrVMo12-1,1,Werskstoff,1-2379,1,CCPU,D6177,1,Epaisseur,30,1,Diameter/Largrue/Cote,125,1,Longueur,355,1
"Aciers Outils",Z160CDV12,93936,"En Stock","Z160CDV12 EP 152",1,32.88,,28,125,355,9.6,28,125,355,"Aciers Outils>Z160CDV12",Plat,1,1,Format,Plat,1,AFNOR,Z160CDV12,1,Euronorme,X155CrVMo12-1,1,NF,A35-590,1,AISI,P2,1,DIN,X155CrVMo12-1,1,Werskstoff,1-2379,1,CCPU,D6177,1,Epaisseur,28,1,Diameter/Largrue/Cote,125,1,Longueur,355,1
"Aciers Outils",Z160CDV12,93937,"En Stock","Z160CDV12 EP 152",1,20.89,,35,90,255,6.1,35,90,255,"Aciers Outils>Z160CDV12",Plat,1,1,Format,Plat,1,AFNOR,Z160CDV12,1,Euronorme,X155CrVMo12-1,1,NF,A35-590,1,AISI,P2,1,DIN,X155CrVMo12-1,1,Werskstoff,1-2379,1,CCPU,D6177,1,Epaisseur,35,1,Diameter/Largrue/Cote,90,1,Longueur,255,1
"Aciers Outils",Z160CDV12,93941,"En Stock","Z160CDV12 EP 152",1,18.15,,45,105,142,5.3,45,105,142,"Aciers Outils>Z160CDV12",Plat,1,1,Format,Plat,1,AFNOR,Z160CDV12,1,Euronorme,X155CrVMo12-1,1,NF,A35-590,1,AISI,P2,1,DIN,X155CrVMo12-1,1,Werskstoff,1-2379,1,CCPU,D6177,1,Epaisseur,45,1,Diameter/Largrue/Cote,105,1,Longueur,142,1
"Aciers Outils",Z160CDV12,93944,"En Stock","Z160CDV12 EP 152",1,4.11,,25,67,80,1.2,25,67,80,"Aciers Outils>Z160CDV12",Plat,1,1,Format,Plat,1,AFNOR,Z160CDV12,1,Euronorme,X155CrVMo12-1,1,NF,A35-590,1,AISI,P2,1,DIN,X155CrVMo12-1,1,Werskstoff,1-2379,1,CCPU,D6177,1,Epaisseur,25,1,Diameter/Largrue/Cote,67,1,Longueur,80,1
