parents,designation,sku,etat_intitule,name,etat,Regula_price,photo,diameter,width,length,Poids,Epaisseur,Diameter_Largrue_Cote,Longueur,Categories,Tags,Stock,"Sold individually?","Attribute 0 name","Attribute 0 value(s)","Attribute 0 global","Attribute 1 name","Attribute 1 value(s)","Attribute 1 global","Attribute 2 name","Attribute 2 value(s)","Attribute 2 global","Attribute 3 name","Attribute 3 value(s)","Attribute 3 global","Attribute 4 name","Attribute 4 value(s)","Attribute 4 global","Attribute 5 name","Attribute 5 value(s)","Attribute 5 global","Attribute 6 name","Attribute 6 value(s)","Attribute 6 global","Attribute 7 name","Attribute 7 value(s)","Attribute 7 global","Attribute 8 name","Attribute 8 value(s)","Attribute 8 global","Attribute 9 name","Attribute 9 value(s)","Attribute 9 global","Attribute 10 name","Attribute 10 value(s)","Attribute 10 global"
"Aciers Outils",Z160CDV12,93945,"En Stock","Z160CDV12 EP 152",1,4.11,,35,55,80,1.2,35,55,80,"Aciers Outils>Z160CDV12",Plat,1,1,Format,Plat,1,AFNOR,Z160CDV12,1,Euronorme,X155CrVMo12-1,1,NF,A35-590,1,AISI,P2,1,DIN,X155CrVMo12-1,1,Werskstoff,1-2379,1,CCPU,D6177,1,Epaisseur,35,1,Diameter/Largrue/Cote,55,1,Longueur,80,1
"Aciers Outils",Z160CDV12,93946,"En Stock","Z160CDV12 EP 152",1,5.82,,40,65,80,1.7,40,65,80,"Aciers Outils>Z160CDV12",Plat,1,1,Format,Plat,1,AFNOR,Z160CDV12,1,Euronorme,X155CrVMo12-1,1,NF,A35-590,1,AISI,P2,1,DIN,X155CrVMo12-1,1,Werskstoff,1-2379,1,CCPU,D6177,1,Epaisseur,40,1,Diameter/Largrue/Cote,65,1,Longueur,80,1
"Aciers Outils",Z160CDV12,93947,"En Stock","Z160CDV12 EP 152",1,7.19,,35,82,96,2.1,35,82,96,"Aciers Outils>Z160CDV12",Plat,1,1,Format,Plat,1,AFNOR,Z160CDV12,1,Euronorme,X155CrVMo12-1,1,NF,A35-590,1,AISI,P2,1,DIN,X155CrVMo12-1,1,Werskstoff,1-2379,1,CCPU,D6177,1,Epaisseur,35,1,Diameter/Largrue/Cote,82,1,Longueur,96,1
"Aciers Outils",Z160CDV12,93952,"En Stock","Z160CDV12 EP  33",1,10.45,,30,70,128,2.2,30,70,128,"Aciers Outils>Z160CDV12",Plat,1,1,Format,Plat,1,AFNOR,Z160CDV12,1,Euronorme,X155CrVMo12-1,1,NF,A35-590,1,AISI,P2,1,DIN,X155CrVMo12-1,1,Werskstoff,1-2379,1,CCPU,D6087,1,Epaisseur,30,1,Diameter/Largrue/Cote,70,1,Longueur,128,1
"Aciers Outils",Z160CDV12,93953,"En Stock","Z160CDV12 EP  33",1,23.28,,30,130,150,4.9,30,130,150,"Aciers Outils>Z160CDV12",Plat,1,1,Format,Plat,1,AFNOR,Z160CDV12,1,Euronorme,X155CrVMo12-1,1,NF,A35-590,1,AISI,P2,1,DIN,X155CrVMo12-1,1,Werskstoff,1-2379,1,CCPU,D6087,1,Epaisseur,30,1,Diameter/Largrue/Cote,130,1,Longueur,150,1
"Aciers Outils",40CMD8TrS,93954,"En Stock","40CrMnMo8+sTR EP  40 FORMAT LIBRE",1,2.83,,38,40,137,1.7,38,40,137,"Aciers Outils>40CMD8TrS",Plat,1,1,Format,Plat,1,AFNOR,40CMD8TrS,1,Euronorme,40CrMnMoS8,1,NF,,1,AISI,P20+S,1,DIN,40CrMnMoS8,1,Werskstoff,1-2312,1,CCPU,D5980,1,Epaisseur,38,1,Diameter/Largrue/Cote,40,1,Longueur,137,1
"Aciers Outils",40CMD8TrS,93955,"En Stock","40CrMnMo8+sTR EP  50 FORMAT LIBRE",1,4.88,,50,65,105,3,50,65,105,"Aciers Outils>40CMD8TrS",Plat,1,1,Format,Plat,1,AFNOR,40CMD8TrS,1,Euronorme,40CrMnMoS8,1,NF,,1,AISI,P20+S,1,DIN,40CrMnMoS8,1,Werskstoff,1-2312,1,CCPU,D6789,1,Epaisseur,50,1,Diameter/Largrue/Cote,65,1,Longueur,105,1
"Aciers Outils",40CMD8TrS,93956,"En Stock","40CrMnMo8+sTR EP  40 FORMAT LIBRE",1,3.33,,35,40,155,2,35,40,155,"Aciers Outils>40CMD8TrS",Plat,1,1,Format,Plat,1,AFNOR,40CMD8TrS,1,Euronorme,40CrMnMoS8,1,NF,,1,AISI,P20+S,1,DIN,40CrMnMoS8,1,Werskstoff,1-2312,1,CCPU,D5980,1,Epaisseur,35,1,Diameter/Largrue/Cote,40,1,Longueur,155,1
"Aciers Outils",40CMD8TrS,93957,"En Stock","40CrMnMo8+sTR EP  40 FORMAT LIBRE",1,1.33,,35,40,70,0.8,35,40,70,"Aciers Outils>40CMD8TrS",Plat,1,1,Format,Plat,1,AFNOR,40CMD8TrS,1,Euronorme,40CrMnMoS8,1,NF,,1,AISI,P20+S,1,DIN,40CrMnMoS8,1,Werskstoff,1-2312,1,CCPU,D5980,1,Epaisseur,35,1,Diameter/Largrue/Cote,40,1,Longueur,70,1
"Aciers Outils",40CMD8TrS,93958,"En Stock","40CrMnMo8+sTR EP  50 FORMAT LIBRE",1,1.79,,30,50,80,1.1,30,50,80,"Aciers Outils>40CMD8TrS",Plat,1,1,Format,Plat,1,AFNOR,40CMD8TrS,1,Euronorme,40CrMnMoS8,1,NF,,1,AISI,P20+S,1,DIN,40CrMnMoS8,1,Werskstoff,1-2312,1,CCPU,D6769,1,Epaisseur,30,1,Diameter/Largrue/Cote,50,1,Longueur,80,1
Aluminium,AG4.5,93970,"En Stock","5083  EP 100",1,10.71,,42,100,275,3,42,100,275,Aluminium>AG4.5,Plat,1,1,Format,Plat,1,AFNOR,AG4-5,1,Euronorme,ENAW-5083,1,NF,A02-104,1,AISI,5083,1,DIN,A1MQ4-5Mn0-7,1,Werskstoff,3-3547,1,CCPU,D6615,1,Epaisseur,42,1,Diameter/Largrue/Cote,100,1,Longueur,275,1
Aluminium,AG4.5,94006,"En Stock","5083  EP 100",1,35.34,,100,135,275,9.9,100,135,275,Aluminium>AG4.5,Plat,1,1,Format,Plat,1,AFNOR,AG4-5,1,Euronorme,ENAW-5083,1,NF,A02-104,1,AISI,5083,1,DIN,A1MQ4-5Mn0-7,1,Werskstoff,3-3547,1,CCPU,D6615,1,Epaisseur,100,1,Diameter/Largrue/Cote,135,1,Longueur,275,1
Aluminium,AG4.5,94008,"En Stock","5083  EP 100",1,28.92,,100,110,275,8.1,100,110,275,Aluminium>AG4.5,Plat,1,1,Format,Plat,1,AFNOR,AG4-5,1,Euronorme,ENAW-5083,1,NF,A02-104,1,AISI,5083,1,DIN,A1MQ4-5Mn0-7,1,Werskstoff,3-3547,1,CCPU,D6615,1,Epaisseur,100,1,Diameter/Largrue/Cote,110,1,Longueur,275,1
Aluminium,AG4.5,94009,"En Stock","5083  EP 100",1,25.70,,100,100,275,7.2,100,100,275,Aluminium>AG4.5,Plat,1,1,Format,Plat,1,AFNOR,AG4-5,1,Euronorme,ENAW-5083,1,NF,A02-104,1,AISI,5083,1,DIN,A1MQ4-5Mn0-7,1,Werskstoff,3-3547,1,CCPU,D6615,1,Epaisseur,100,1,Diameter/Largrue/Cote,100,1,Longueur,275,1
Aluminium,AG4.5,94013,"En Stock","5083  EP 100",1,37.84,,66,100,580,10.6,66,100,580,Aluminium>AG4.5,Plat,1,1,Format,Plat,1,AFNOR,AG4-5,1,Euronorme,ENAW-5083,1,NF,A02-104,1,AISI,5083,1,DIN,A1MQ4-5Mn0-7,1,Werskstoff,3-3547,1,CCPU,D6615,1,Epaisseur,66,1,Diameter/Largrue/Cote,100,1,Longueur,580,1
"Aciers Outils",40CMD8TrS,94030,"En Stock","40CrMnMo8+sTR EP  40 FORMAT LIBRE",1,3.82,,40,82,85,2.3,40,82,85,"Aciers Outils>40CMD8TrS",Plat,1,1,Format,Plat,1,AFNOR,40CMD8TrS,1,Euronorme,40CrMnMoS8,1,NF,,1,AISI,P20+S,1,DIN,40CrMnMoS8,1,Werskstoff,1-2312,1,CCPU,D5980,1,Epaisseur,40,1,Diameter/Largrue/Cote,82,1,Longueur,85,1
"Aciers Outils",40CMD8TrS,94031,"En Stock","40CrMnMo8+sTR EP  40 FORMAT LIBRE",1,2.16,,40,40,105,1.3,40,40,105,"Aciers Outils>40CMD8TrS",Plat,1,1,Format,Plat,1,AFNOR,40CMD8TrS,1,Euronorme,40CrMnMoS8,1,NF,,1,AISI,P20+S,1,DIN,40CrMnMoS8,1,Werskstoff,1-2312,1,CCPU,D5980,1,Epaisseur,40,1,Diameter/Largrue/Cote,40,1,Longueur,105,1
"Aciers Outils",40CMD8TrS,94034,"En Stock","40CrMnMo8+sTR D  60,8",1,8.91,,61,0,158,3.5,0,61,158,"Aciers Outils>40CMD8TrS",Rond,1,1,Format,Rond,1,AFNOR,40CMD8TrS,1,Euronorme,40CrMnMoS8,1,NF,,1,AISI,P20+S,1,DIN,40CrMnMoS8,1,Werskstoff,1-2312,1,CCPU,D3933,1,Epaisseur,0,1,Diameter/Largrue/Cote,61,1,Longueur,158,1
"Aciers Outils",40CMD8TrS,94038,"En Stock","40CrMnMo8+sTR D  60,8",1,9.93,,61,0,175,3.9,0,61,175,"Aciers Outils>40CMD8TrS",Rond,1,1,Format,Rond,1,AFNOR,40CMD8TrS,1,Euronorme,40CrMnMoS8,1,NF,,1,AISI,P20+S,1,DIN,40CrMnMoS8,1,Werskstoff,1-2312,1,CCPU,D6341,1,Epaisseur,0,1,Diameter/Largrue/Cote,61,1,Longueur,175,1
"Aciers Outils",40CMD8TrS,94041,"En Stock","40CrMnMo8+sTR EP  40 FORMAT LIBRE",1,3.33,,34,42,190,2,34,42,190,"Aciers Outils>40CMD8TrS",Plat,1,1,Format,Plat,1,AFNOR,40CMD8TrS,1,Euronorme,40CrMnMoS8,1,NF,,1,AISI,P20+S,1,DIN,40CrMnMoS8,1,Werskstoff,1-2312,1,CCPU,D5980,1,Epaisseur,34,1,Diameter/Largrue/Cote,42,1,Longueur,190,1
"Aciers de Construction et Alliés",XC48,94044,"En Stock","C45 EP  50",1,7.83,,50,85,245,8.3,50,85,245,"Aciers de Construction et Alliés>XC48",Plat,1,1,Format,Plat,1,AFNOR,XC48,1,Euronorme,C45,1,NF,A35-551,1,AISI,1045,1,DIN,"Ck 45",1,Werskstoff,1-1191,1,CCPU,D5985,1,Epaisseur,50,1,Diameter/Largrue/Cote,85,1,Longueur,245,1
"Aciers de Construction et Alliés",XC48,94049,"En Stock","C45 EP 150",1,1.13,,22,75,100,1.2,22,75,100,"Aciers de Construction et Alliés>XC48",Plat,1,1,Format,Plat,1,AFNOR,XC48,1,Euronorme,C45,1,NF,A35-551,1,AISI,1045,1,DIN,"Ck 45",1,Werskstoff,1-1191,1,CCPU,D5794,1,Epaisseur,22,1,Diameter/Largrue/Cote,75,1,Longueur,100,1
"Aciers Outils",40CMD8TrS,94050,"En Stock","40CrMnMo8+sTR EP  20 FORMAT LIBRE",1,1.00,,20,45,95,0.6,20,45,95,"Aciers Outils>40CMD8TrS",Plat,1,1,Format,Plat,1,AFNOR,40CMD8TrS,1,Euronorme,40CrMnMoS8,1,NF,,1,AISI,P20+S,1,DIN,40CrMnMoS8,1,Werskstoff,1-2312,1,CCPU,D5979,1,Epaisseur,20,1,Diameter/Largrue/Cote,45,1,Longueur,95,1
"Aciers Inoxydables",304L,94051,"En Stock","304L  D  70 LAMINE   CO",1,9.28,,70,0,85,2.5,0,70,85,"Aciers Inoxydables>304L",Rond,1,1,Format,Rond,1,AFNOR,Z3CN19-11,1,Euronorme,X2CrNi19-11,1,NF,,1,AISI,304L,1,DIN,X2CrNi19-11,1,Werskstoff,1-4307,1,CCPU,D4005,1,Epaisseur,0,1,Diameter/Largrue/Cote,70,1,Longueur,85,1
"Aciers Outils",Z160CDV12,94053,"En Stock","Z160CDV12 EP  33",1,21.85,,32,100,185,4.6,32,100,185,"Aciers Outils>Z160CDV12",Plat,1,1,Format,Plat,1,AFNOR,Z160CDV12,1,Euronorme,X155CrVMo12-1,1,NF,A35-590,1,AISI,P2,1,DIN,X155CrVMo12-1,1,Werskstoff,1-2379,1,CCPU,D6067,1,Epaisseur,32,1,Diameter/Largrue/Cote,100,1,Longueur,185,1
"Aciers Outils",40CMD8TrS,94055,"En Stock","40CrMnMo8+sTR EP  20 FORMAT LIBRE",1,1.33,,20,60,90,0.8,20,60,90,"Aciers Outils>40CMD8TrS",Plat,1,1,Format,Plat,1,AFNOR,40CMD8TrS,1,Euronorme,40CrMnMoS8,1,NF,,1,AISI,P20+S,1,DIN,40CrMnMoS8,1,Werskstoff,1-2312,1,CCPU,D5979,1,Epaisseur,20,1,Diameter/Largrue/Cote,60,1,Longueur,90,1
"Aciers Outils",40CMD8TrS,94060,"En Stock","40CrMnMo8+sTR EP 120 FORMAT LIBRE",1,5.52,,35,55,230,3.4,35,55,230,"Aciers Outils>40CMD8TrS",Plat,1,1,Format,Plat,1,AFNOR,40CMD8TrS,1,Euronorme,40CrMnMoS8,1,NF,,1,AISI,P20+S,1,DIN,40CrMnMoS8,1,Werskstoff,1-2312,1,CCPU,D6793,1,Epaisseur,35,1,Diameter/Largrue/Cote,55,1,Longueur,230,1
"Aciers Inoxydables",Z6CNU17.04,94061,"En Stock","Z6CNU17.04 TRAITE D 120 CO 630/3",1,25.14,,120,0,50,4.5,0,120,50,"Aciers Inoxydables>Z6CNU17.04",Rond,1,1,Format,Rond,1,AFNOR,Z7CNU16.04,1,Euronorme,,1,NF,,1,AISI,630/3,1,DIN,,1,Werskstoff,1.4542,1,CCPU,D4765,1,Epaisseur,0,1,Diameter/Largrue/Cote,120,1,Longueur,50,1
"Aciers Inoxydables",316L,94062,"En Stock","316L  D   60  LAMINE   CO",1,11.39,,60,0,112,2.4,60,0,112,"Aciers Inoxydables>316L",Plat,1,1,Format,Plat,1,AFNOR,Z3CND18-12-02,1,Euronorme,X2CrNiMo17-12-2,1,NF,A35-573-90,1,AISI,316L,1,DIN,X5cRNi17-13-2,1,Werskstoff,,1,CCPU,D5567,1,Epaisseur,60,1,Diameter/Largrue/Cote,0,1,Longueur,112,1
"Aciers Outils",40CMD8TrS,94063,"En Stock","40CrMnMo8+sTR EP  40 FORMAT LIBRE",1,1.00,,20,40,105,0.6,20,40,105,"Aciers Outils>40CMD8TrS",Plat,1,1,Format,Plat,1,AFNOR,40CMD8TrS,1,Euronorme,40CrMnMoS8,1,NF,,1,AISI,P20+S,1,DIN,40CrMnMoS8,1,Werskstoff,1-2312,1,CCPU,D5980,1,Epaisseur,20,1,Diameter/Largrue/Cote,40,1,Longueur,105,1
"Aciers de Construction et Alliés",XC48,94064,"En Stock","C45 EP  30",1,1.31,,30,70,85,1.4,30,70,85,"Aciers de Construction et Alliés>XC48",Plat,1,1,Format,Plat,1,AFNOR,XC48,1,Euronorme,C45,1,NF,A35-551,1,AISI,1045,1,DIN,"Ck 45",1,Werskstoff,1-1191,1,CCPU,D5974,1,Epaisseur,30,1,Diameter/Largrue/Cote,70,1,Longueur,85,1
"Aciers Outils",40CMD8TrS,94065,"En Stock","P20 EP 150",1,2.99,,25,50,205,2.1,25,50,205,"Aciers Outils>40CMD8TrS",Plat,1,1,Format,Plat,1,AFNOR,40CMD8TrS,1,Euronorme,40CrMnMoS8,1,NF,,1,AISI,P20+S,1,DIN,40CrMnMoS8,1,Werskstoff,1-2312,1,CCPU,D2968,1,Epaisseur,25,1,Diameter/Largrue/Cote,50,1,Longueur,205,1
"Aciers de Construction et Alliés",XC48,94067,"En Stock","C45 EP  30",1,0.56,,30,50,60,0.6,30,50,60,"Aciers de Construction et Alliés>XC48",Plat,1,1,Format,Plat,1,AFNOR,XC48,1,Euronorme,C45,1,NF,A35-551,1,AISI,1045,1,DIN,"Ck 45",1,Werskstoff,1-1191,1,CCPU,D5974,1,Epaisseur,30,1,Diameter/Largrue/Cote,50,1,Longueur,60,1
"Aciers Outils",40CMD8TrS,94068,"En Stock","40CrMnMo8+sTR EP  30 FORMAT LIBRE",1,2.00,,30,65,80,1.2,30,65,80,"Aciers Outils>40CMD8TrS",Plat,1,1,Format,Plat,1,AFNOR,40CMD8TrS,1,Euronorme,40CrMnMoS8,1,NF,,1,AISI,P20+S,1,DIN,40CrMnMoS8,1,Werskstoff,1-2312,1,CCPU,D5981,1,Epaisseur,30,1,Diameter/Largrue/Cote,65,1,Longueur,80,1
"Aciers Outils",40CMD8TrS,94072,"En Stock","40CrMnMo8+sTR EP  30 FORMAT LIBRE",1,2.00,,25,30,210,1.2,25,30,210,"Aciers Outils>40CMD8TrS",Plat,1,1,Format,Plat,1,AFNOR,40CMD8TrS,1,Euronorme,40CrMnMoS8,1,NF,,1,AISI,P20+S,1,DIN,40CrMnMoS8,1,Werskstoff,1-2312,1,CCPU,D5981,1,Epaisseur,25,1,Diameter/Largrue/Cote,30,1,Longueur,210,1
"Aciers Outils",40CMD8TrS,94073,"En Stock","40CrMnMo8+sTR EP  30 FORMAT LIBRE",1,4.49,,30,40,270,2.7,30,40,270,"Aciers Outils>40CMD8TrS",Plat,1,1,Format,Plat,1,AFNOR,40CMD8TrS,1,Euronorme,40CrMnMoS8,1,NF,,1,AISI,P20+S,1,DIN,40CrMnMoS8,1,Werskstoff,1-2312,1,CCPU,D5981,1,Epaisseur,30,1,Diameter/Largrue/Cote,40,1,Longueur,270,1
"Aciers Outils",40CMD8TrS,94074,"En Stock","40CrMnMo8+sTR EP  50 FORMAT LIBRE",1,2.60,,20,50,220,1.6,20,50,220,"Aciers Outils>40CMD8TrS",Plat,1,1,Format,Plat,1,AFNOR,40CMD8TrS,1,Euronorme,40CrMnMoS8,1,NF,,1,AISI,P20+S,1,DIN,40CrMnMoS8,1,Werskstoff,1-2312,1,CCPU,D5986,1,Epaisseur,20,1,Diameter/Largrue/Cote,50,1,Longueur,220,1
"Aciers Outils",40CMD8TrS,94076,"En Stock","40CrMnMo8+sTR EP  50 FORMAT LIBRE",1,3.41,,40,75,85,2.1,40,75,85,"Aciers Outils>40CMD8TrS",Plat,1,1,Format,Plat,1,AFNOR,40CMD8TrS,1,Euronorme,40CrMnMoS8,1,NF,,1,AISI,P20+S,1,DIN,40CrMnMoS8,1,Werskstoff,1-2312,1,CCPU,,1,Epaisseur,40,1,Diameter/Largrue/Cote,75,1,Longueur,85,1
"Aciers Outils",40CMD8TrS,94077,"En Stock","40CrMnMo8+sTR EP  50 FORMAT LIBRE",1,3.90,,30,75,125,2.4,30,75,125,"Aciers Outils>40CMD8TrS",Plat,1,1,Format,Plat,1,AFNOR,40CMD8TrS,1,Euronorme,40CrMnMoS8,1,NF,,1,AISI,P20+S,1,DIN,40CrMnMoS8,1,Werskstoff,1-2312,1,CCPU,D6769,1,Epaisseur,30,1,Diameter/Largrue/Cote,75,1,Longueur,125,1
"Aciers Outils",40CMD8TrS,94078,"En Stock","40CrMnMo8+sTR EP  20 FORMAT LIBRE",1,2.49,,20,95,105,1.5,20,95,105,"Aciers Outils>40CMD8TrS",Plat,1,1,Format,Plat,1,AFNOR,40CMD8TrS,1,Euronorme,40CrMnMoS8,1,NF,,1,AISI,P20+S,1,DIN,40CrMnMoS8,1,Werskstoff,1-2312,1,CCPU,D5979,1,Epaisseur,20,1,Diameter/Largrue/Cote,95,1,Longueur,105,1
"Aciers Outils",40CMD8TrS,94079,"En Stock","40CrMnMo8+sTR EP  50 FORMAT LIBRE",1,2.60,,30,80,85,1.6,30,80,85,"Aciers Outils>40CMD8TrS",Plat,1,1,Format,Plat,1,AFNOR,40CMD8TrS,1,Euronorme,40CrMnMoS8,1,NF,,1,AISI,P20+S,1,DIN,40CrMnMoS8,1,Werskstoff,1-2312,1,CCPU,,1,Epaisseur,30,1,Diameter/Largrue/Cote,80,1,Longueur,85,1
"Aciers Inoxydables",Z33C13,94080,"En Stock","Z33C13 TR LAM D 140",1,9.38,,140,0,25,3,0,140,25,"Aciers Inoxydables>Z33C13",Rond,1,1,Format,Rond,1,AFNOR,Z33C13,1,Euronorme,X30Cr13,1,NF,A35-565-90,1,AISI,420,1,DIN,X30Cr13,1,Werskstoff,1-4028,1,CCPU,NH18805,1,Epaisseur,0,1,Diameter/Largrue/Cote,140,1,Longueur,25,1
"Aciers Outils",40CMD8TrS,94081,"En Stock","40CrMnMo8+sTR EP  50 FORMAT LIBRE",1,2.11,,35,50,105,1.3,35,50,105,"Aciers Outils>40CMD8TrS",Plat,1,1,Format,Plat,1,AFNOR,40CMD8TrS,1,Euronorme,40CrMnMoS8,1,NF,,1,AISI,P20+S,1,DIN,40CrMnMoS8,1,Werskstoff,1-2312,1,CCPU,D6769,1,Epaisseur,35,1,Diameter/Largrue/Cote,50,1,Longueur,105,1
"Aciers Outils",40CMD8TrS,94082,"En Stock","40CrMnMo8+sTR EP  50 FORMAT LIBRE",1,2.76,,38,40,145,1.7,38,40,145,"Aciers Outils>40CMD8TrS",Plat,1,1,Format,Plat,1,AFNOR,40CMD8TrS,1,Euronorme,40CrMnMoS8,1,NF,,1,AISI,P20+S,1,DIN,40CrMnMoS8,1,Werskstoff,1-2312,1,CCPU,D6769,1,Epaisseur,38,1,Diameter/Largrue/Cote,40,1,Longueur,145,1
"Aciers Outils",40CMD8TrS,94085,"En Stock","40CrMnMo8+sTR EP  50 FORMAT LIBRE",1,7.80,,35,110,150,4.8,35,110,150,"Aciers Outils>40CMD8TrS",Plat,1,1,Format,Plat,1,AFNOR,40CMD8TrS,1,Euronorme,40CrMnMoS8,1,NF,,1,AISI,P20+S,1,DIN,40CrMnMoS8,1,Werskstoff,1-2312,1,CCPU,D6769,1,Epaisseur,35,1,Diameter/Largrue/Cote,110,1,Longueur,150,1
"Aciers Outils",Z160CDV12,94086,"En Stock","Z160CDV12 PLAQUE EP  40",1,13.70,,40,90,140,4,40,90,140,"Aciers Outils>Z160CDV12",Plat,1,1,Format,Plat,1,AFNOR,Z160CDV12,1,Euronorme,X155CrVMo12-1,1,NF,A35-590,1,AISI,P2,1,DIN,X155CrVMo12-1,1,Werskstoff,1-2379,1,CCPU,D6089,1,Epaisseur,40,1,Diameter/Largrue/Cote,90,1,Longueur,140,1
"Aciers Outils",40CMD8TrS,94087,"En Stock","40CrMnMo8+sTR EP 100 FORMAT LIBRE",1,0.52,,15,50,95,0.3,15,50,95,"Aciers Outils>40CMD8TrS",Plat,1,1,Format,Plat,1,AFNOR,40CMD8TrS,1,Euronorme,40CrMnMoS8,1,NF,,1,AISI,P20+S,1,DIN,40CrMnMoS8,1,Werskstoff,1-2312,1,CCPU,D5986,1,Epaisseur,15,1,Diameter/Largrue/Cote,50,1,Longueur,95,1
"Aciers Outils",40CMD8TrS,94088,"En Stock","40CrMnMo8+sTR EP  30 FORMAT LIBRE",1,1.83,,30,30,170,1.1,30,30,170,"Aciers Outils>40CMD8TrS",Plat,1,1,Format,Plat,1,AFNOR,40CMD8TrS,1,Euronorme,40CrMnMoS8,1,NF,,1,AISI,P20+S,1,DIN,40CrMnMoS8,1,Werskstoff,1-2312,1,CCPU,D5981,1,Epaisseur,30,1,Diameter/Largrue/Cote,30,1,Longueur,170,1
"Aciers de Construction et Alliés",XC48,94089,"En Stock","C45 EP  60",1,3.84,,60,70,125,4.1,60,70,125,"Aciers de Construction et Alliés>XC48",Plat,1,1,Format,Plat,1,AFNOR,XC48,1,Euronorme,C45,1,NF,A35-551,1,AISI,1045,1,DIN,"Ck 45",1,Werskstoff,1-1191,1,CCPU,D5793,1,Epaisseur,60,1,Diameter/Largrue/Cote,70,1,Longueur,125,1
"Aciers Outils",40CMD8TrS,94090,"En Stock","40CrMnMo8+sTR EP  50 FORMAT LIBRE",1,1.14,,25,50,80,0.7,25,50,80,"Aciers Outils>40CMD8TrS",Plat,1,1,Format,Plat,1,AFNOR,40CMD8TrS,1,Euronorme,40CrMnMoS8,1,NF,,1,AISI,P20+S,1,DIN,40CrMnMoS8,1,Werskstoff,1-2312,1,CCPU,,1,Epaisseur,25,1,Diameter/Largrue/Cote,50,1,Longueur,80,1
"Aciers Outils",40CMD8TrS,94092,"En Stock","40CrMnMo8+sTR EP  20 FORMAT LIBRE",1,0.69,,20,35,95,0.4,20,35,95,"Aciers Outils>40CMD8TrS",Plat,1,1,Format,Plat,1,AFNOR,40CMD8TrS,1,Euronorme,40CrMnMoS8,1,NF,,1,AISI,P20+S,1,DIN,40CrMnMoS8,1,Werskstoff,1-2312,1,CCPU,D5979,1,Epaisseur,20,1,Diameter/Largrue/Cote,35,1,Longueur,95,1
"Aciers Outils",40CMD8TrS,94094,"En Stock","40CrMnMo8+sTR EP  30 FORMAT LIBRE",1,5.15,,30,55,235,3.1,30,55,235,"Aciers Outils>40CMD8TrS",Plat,1,1,Format,Plat,1,AFNOR,40CMD8TrS,1,Euronorme,40CrMnMoS8,1,NF,,1,AISI,P20+S,1,DIN,40CrMnMoS8,1,Werskstoff,1-2312,1,CCPU,D5981,1,Epaisseur,30,1,Diameter/Largrue/Cote,55,1,Longueur,235,1
"Aciers Outils",40CMD8TrS,94096,"En Stock","40CrMnMo8+sTR EP  50 FORMAT LIBRE",1,1.79,,25,40,145,1.1,25,40,145,"Aciers Outils>40CMD8TrS",Plat,1,1,Format,Plat,1,AFNOR,40CMD8TrS,1,Euronorme,40CrMnMoS8,1,NF,,1,AISI,P20+S,1,DIN,40CrMnMoS8,1,Werskstoff,1-2312,1,CCPU,D6769,1,Epaisseur,25,1,Diameter/Largrue/Cote,40,1,Longueur,145,1
"Aciers Outils",40CMD8TrS,94097,"En Stock","40CrMnMo8+sTR EP  30 FORMAT LIBRE",1,1.50,,30,60,75,0.9,30,60,75,"Aciers Outils>40CMD8TrS",Plat,1,1,Format,Plat,1,AFNOR,40CMD8TrS,1,Euronorme,40CrMnMoS8,1,NF,,1,AISI,P20+S,1,DIN,40CrMnMoS8,1,Werskstoff,1-2312,1,CCPU,D5981,1,Epaisseur,30,1,Diameter/Largrue/Cote,60,1,Longueur,75,1
"Aciers Outils",40CMD8TrS,94099,"En Stock","40CrMnMo8+sTR EP  50 FORMAT LIBRE",1,0.81,,9,40,165,0.5,9,40,165,"Aciers Outils>40CMD8TrS",Plat,1,1,Format,Plat,1,AFNOR,40CMD8TrS,1,Euronorme,40CrMnMoS8,1,NF,,1,AISI,P20+S,1,DIN,40CrMnMoS8,1,Werskstoff,1-2312,1,CCPU,D6769,1,Epaisseur,9,1,Diameter/Largrue/Cote,40,1,Longueur,165,1
"Aciers Outils",40CMD8TrS,94100,"En Stock","40CrMnMo8+sTR EP  50 FORMAT LIBRE",1,0.98,,20,50,65,0.6,20,50,65,"Aciers Outils>40CMD8TrS",Plat,1,1,Format,Plat,1,AFNOR,40CMD8TrS,1,Euronorme,40CrMnMoS8,1,NF,,1,AISI,P20+S,1,DIN,40CrMnMoS8,1,Werskstoff,1-2312,1,CCPU,D6769,1,Epaisseur,20,1,Diameter/Largrue/Cote,50,1,Longueur,65,1
"Aciers Outils",40CMD8TrS,94101,"En Stock","40CrMnMo8+sTR EP  50 FORMAT LIBRE",1,1.46,,40,50,50,0.9,40,50,50,"Aciers Outils>40CMD8TrS",Plat,1,1,Format,Plat,1,AFNOR,40CMD8TrS,1,Euronorme,40CrMnMoS8,1,NF,,1,AISI,P20+S,1,DIN,40CrMnMoS8,1,Werskstoff,1-2312,1,CCPU,D6769,1,Epaisseur,40,1,Diameter/Largrue/Cote,50,1,Longueur,50,1
